Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 Unique Intensity	A_2 Unique Intensity	A_3 Unique Intensity	B_1 Unique Intensity	B_2 Unique Intensity	B_3 Unique Intensity	C_1 Unique Intensity	C_2 Unique Intensity	C_3 Unique Intensity	D_1 Unique Intensity	D_2 Unique Intensity	D_3 Unique Intensity	E_1 Unique Intensity	E_2 Unique Intensity	E_3 Unique Intensity	A_1 Total Intensity	A_2 Total Intensity	A_3 Total Intensity	B_1 Total Intensity	B_2 Total Intensity	B_3 Total Intensity	C_1 Total Intensity	C_2 Total Intensity	C_3 Total Intensity	D_1 Total Intensity	D_2 Total Intensity	D_3 Total Intensity	E_1 Total Intensity	E_2 Total Intensity	E_3 Total Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	A_1 MaxLFQ Unique Intensity	A_2 MaxLFQ Unique Intensity	A_3 MaxLFQ Unique Intensity	B_1 MaxLFQ Unique Intensity	B_2 MaxLFQ Unique Intensity	B_3 MaxLFQ Unique Intensity	C_1 MaxLFQ Unique Intensity	C_2 MaxLFQ Unique Intensity	C_3 MaxLFQ Unique Intensity	D_1 MaxLFQ Unique Intensity	D_2 MaxLFQ Unique Intensity	D_3 MaxLFQ Unique Intensity	E_1 MaxLFQ Unique Intensity	E_2 MaxLFQ Unique Intensity	E_3 MaxLFQ Unique Intensity	A_1 MaxLFQ Total Intensity	A_2 MaxLFQ Total Intensity	A_3 MaxLFQ Total Intensity	B_1 MaxLFQ Total Intensity	B_2 MaxLFQ Total Intensity	B_3 MaxLFQ Total Intensity	C_1 MaxLFQ Total Intensity	C_2 MaxLFQ Total Intensity	C_3 MaxLFQ Total Intensity	D_1 MaxLFQ Total Intensity	D_2 MaxLFQ Total Intensity	D_3 MaxLFQ Total Intensity	E_1 MaxLFQ Total Intensity	E_2 MaxLFQ Total Intensity	E_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P41277|GPP1_YEAST	P41277	GPP1_YEAST	GPP1	250	51.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glycerol-1-phosphate phosphohydrolase 1 -	1.0000	0.9990	13	167	99	167	14	11	10	12	13	10	12	12	10	13	11	10	9	9	11	9	7	6	7	7	5	8	8	6	8	7	6	5	4	6	14	11	10	12	13	10	12	12	10	13	11	10	9	9	11	2.08350896E8	1.99225984E8	2.12646656E8	2.06619312E8	2.17917888E8	1.62648096E8	1.93409392E8	1.84976512E8	9.4590696E7	2.19907168E8	2.11674496E8	2.264708E8	2.10949744E8	2.3238784E8	2.08397904E8	1.76501472E8	1.55823456E8	1.82849184E8	1.76751872E8	1.78251552E8	1.2272708E8	1.79952672E8	1.71754656E8	1.14588472E8	1.86609552E8	1.7793504E8	1.82536496E8	1.71205312E8	1.74448032E8	1.67448704E8	2.08350896E8	1.99225984E8	2.12646656E8	2.06619312E8	2.17917888E8	1.62648096E8	1.93409392E8	1.84976512E8	9.4590696E7	2.19907168E8	2.11674496E8	2.264708E8	2.10949744E8	2.3238784E8	2.08397904E8	8.2117376E7	7.8567064E7	8.1286384E7	8.0527232E7	8.1690248E7	7.935608E7	7.6628E7	7.8728072E7	7.7576368E7	8.370404E7	7.845252E7	7.6783272E7	7.8528584E7	7.2442672E7	7.14936E7	7.8121232E7	6.8900296E7	7.5859856E7	7.6662088E7	7.7739432E7	7.0403304E7	7.6912912E7	7.8839184E7	8.0752664E7	8.2784216E7	7.7521592E7	7.4358376E7	7.557432E7	7.2001584E7	7.3188032E7	8.2117376E7	7.8567064E7	8.1286384E7	8.0527232E7	8.1690248E7	7.935608E7	7.6628E7	7.8728072E7	7.7576368E7	8.370404E7	7.845252E7	7.6783272E7	7.8528584E7	7.2442672E7	7.14936E7	
sp|P41338|THIL_YEAST	P41338	THIL_YEAST	ERG10	398	51.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Acetyl-CoA acetyltransferase -	1.0000	0.9990	12	103	103	103	5	8	7	7	8	5	8	8	6	6	5	8	10	4	8	5	8	7	7	8	5	8	8	6	6	5	8	10	4	8	5	8	7	7	8	5	8	8	6	6	5	8	10	4	8	2.5063604E7	2.8110144E7	2.6265286E7	2.4859992E7	2.4448954E7	1.7876924E7	2.2012548E7	2.138442E7	1.4917031E7	2.5532348E7	2.5112176E7	9718357.0	2.519424E7	8864444.0	2.6620512E7	2.5063604E7	2.8110144E7	2.6265286E7	2.4859992E7	2.4448954E7	1.7876924E7	2.2012548E7	2.138442E7	1.4917031E7	2.5532348E7	2.5112176E7	9718357.0	2.519424E7	8864444.0	2.6620512E7	2.5063604E7	2.8110144E7	2.6265286E7	2.4859992E7	2.4448954E7	1.7876924E7	2.2012548E7	2.138442E7	1.4917031E7	2.5532348E7	2.5112176E7	9718357.0	2.519424E7	8864444.0	2.6620512E7	9281110.0	9254802.0	9415093.0	9068025.0	9316924.0	8596207.0	8295218.0	8455111.0	8305066.5	9145670.0	9446622.0	8213793.0	9763256.0	9868610.0	9950352.0	9281110.0	9254802.0	9415093.0	9068025.0	9316924.0	8596207.0	8295218.0	8455111.0	8305066.5	9145670.0	9446622.0	8213793.0	9763256.0	9868610.0	9950352.0	9281110.0	9254802.0	9415093.0	9068025.0	9316924.0	8596207.0	8295218.0	8455111.0	8305066.5	9145670.0	9446622.0	8213793.0	9763256.0	9868610.0	9950352.0	
sp|P41805|RL10_YEAST	P41805	RL10_YEAST	RPL10	221	55.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	60S ribosomal protein L10 -	1.0000	0.9990	16	175	175	175	15	10	12	13	13	14	10	12	10	10	16	11	11	8	10	15	10	12	13	13	14	10	12	10	10	16	11	11	8	10	15	10	12	13	13	14	10	12	10	10	16	11	11	8	10	2.41983472E8	1.38794336E8	2.5306624E8	2.47333248E8	2.36112912E8	2.34816192E8	2.62704032E8	2.5112872E8	2.57799744E8	2.4676808E8	2.31399568E8	2.48854272E8	2.16023472E8	2.09909248E8	1.70789904E8	2.41983472E8	1.38794336E8	2.5306624E8	2.47333248E8	2.36112912E8	2.34816192E8	2.62704032E8	2.5112872E8	2.57799744E8	2.4676808E8	2.31399568E8	2.48854272E8	2.16023472E8	2.09909248E8	1.70789904E8	2.41983472E8	1.38794336E8	2.5306624E8	2.47333248E8	2.36112912E8	2.34816192E8	2.62704032E8	2.5112872E8	2.57799744E8	2.4676808E8	2.31399568E8	2.48854272E8	2.16023472E8	2.09909248E8	1.70789904E8	1.01351136E8	8.6582704E7	1.05814632E8	1.0647188E8	9.9962152E7	9.9140584E7	1.04279616E8	1.04664784E8	1.06485784E8	1.02716856E8	9.9599736E7	1.05134712E8	9.6953192E7	9.851592E7	7.9780312E7	1.01351136E8	8.6582704E7	1.05814632E8	1.0647188E8	9.9962152E7	9.9140584E7	1.04279616E8	1.04664784E8	1.06485784E8	1.02716856E8	9.9599736E7	1.05134712E8	9.6953192E7	9.851592E7	7.9780312E7	1.01351136E8	8.6582704E7	1.05814632E8	1.0647188E8	9.9962152E7	9.9140584E7	1.04279616E8	1.04664784E8	1.06485784E8	1.02716856E8	9.9599736E7	1.05134712E8	9.6953192E7	9.851592E7	7.9780312E7	
sp|P41807|VATH_YEAST	P41807	VATH_YEAST	VMA13	478	32.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	V-type proton ATPase subunit H -	1.0000	0.9990	8	48	48	48	4	4	5	4	4	4	4	4	3	2	3	2	2	1	2	4	4	5	4	4	4	4	4	3	2	3	2	2	1	2	4	4	5	4	4	4	4	4	3	2	3	2	2	1	2	1.3702802E7	1.4465289E7	3.1846186E7	1.2016429E7	1.5284396E7	1.3639951E7	1.138341E7	1.0192102E7	8992863.0	1.4409335E7	1.0416984E7	1.3911132E7	1.4657951E7	1.5800384E7	1.4454572E7	1.3702802E7	1.4465289E7	3.1846186E7	1.2016429E7	1.5284396E7	1.3639951E7	1.138341E7	1.0192102E7	8992863.0	1.4409335E7	1.0416984E7	1.3911132E7	1.4657951E7	1.5800384E7	1.4454572E7	1.3702802E7	1.4465289E7	3.1846186E7	1.2016429E7	1.5284396E7	1.3639951E7	1.138341E7	1.0192102E7	8992863.0	1.4409335E7	1.0416984E7	1.3911132E7	1.4657951E7	1.5800384E7	1.4454572E7	8248284.5	8294127.5	9668605.0	7802761.0	8369358.5	8361205.0	7231072.5	6482020.5	5189041.0	8131113.5	7079918.5	7967577.0	9767054.0	9891218.0	8510724.0	8248284.5	8294127.5	9668605.0	7802761.0	8369358.5	8361205.0	7231072.5	6482020.5	5189041.0	8131113.5	7079918.5	7967577.0	9767054.0	9891218.0	8510724.0	8248284.5	8294127.5	9668605.0	7802761.0	8369358.5	8361205.0	7231072.5	6482020.5	5189041.0	8131113.5	7079918.5	7967577.0	9767054.0	9891218.0	8510724.0	
sp|P41810|COPB_YEAST	P41810	COPB_YEAST	SEC26	973	8.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Coatomer subunit beta -	1.0000	0.9990	6	36	36	36	2	0	2	4	3	3	3	3	3	3	4	2	1	1	2	2	0	2	4	3	3	3	3	3	3	4	2	1	1	2	2	0	2	4	3	3	3	3	3	3	4	2	1	1	2	6992330.0	1182427.5	7339785.0	5082153.0	7644868.0	6113666.0	4452659.0	7281567.5	6364343.5	7171659.0	8187529.0	4149425.0	5051556.0	8026558.0	6229884.5	6992330.0	1182427.5	7339785.0	5082153.0	7644868.0	6113666.0	4452659.0	7281567.5	6364343.5	7171659.0	8187529.0	4149425.0	5051556.0	8026558.0	6229884.5	6992330.0	1182427.5	7339785.0	5082153.0	7644868.0	6113666.0	4452659.0	7281567.5	6364343.5	7171659.0	8187529.0	4149425.0	5051556.0	8026558.0	6229884.5	2900432.2	2861821.2	2739127.0	3149143.5	2762037.2	2406687.5	3108714.8	3129444.8	3410782.8	2840181.8	3285623.0	3393935.0	2596913.2	2561304.0	2458947.2	2900432.2	2861821.2	2739127.0	3149143.5	2762037.2	2406687.5	3108714.8	3129444.8	3410782.8	2840181.8	3285623.0	3393935.0	2596913.2	2561304.0	2458947.2	2900432.2	2861821.2	2739127.0	3149143.5	2762037.2	2406687.5	3108714.8	3129444.8	3410782.8	2840181.8	3285623.0	3393935.0	2596913.2	2561304.0	2458947.2	
sp|P41811|COPB2_YEAST	P41811	COPB2_YEAST	SEC27	889	21.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Coatomer subunit beta' -	1.0000	0.9990	12	72	72	72	7	3	7	6	5	4	6	6	2	6	6	4	4	2	4	7	3	7	6	5	4	6	6	2	6	6	4	4	2	4	7	3	7	6	5	4	6	6	2	6	6	4	4	2	4	1.5607992E7	1.1395558E7	1.6445954E7	1.5633982E7	1.5503827E7	7389346.0	1.5157672E7	1.4745091E7	1.1031846E7	1.3756227E7	1.5729934E7	1.3780783E7	1.4494846E7	1.5286098E7	1.4147982E7	1.5607992E7	1.1395558E7	1.6445954E7	1.5633982E7	1.5503827E7	7389346.0	1.5157672E7	1.4745091E7	1.1031846E7	1.3756227E7	1.5729934E7	1.3780783E7	1.4494846E7	1.5286098E7	1.4147982E7	1.5607992E7	1.1395558E7	1.6445954E7	1.5633982E7	1.5503827E7	7389346.0	1.5157672E7	1.4745091E7	1.1031846E7	1.3756227E7	1.5729934E7	1.3780783E7	1.4494846E7	1.5286098E7	1.4147982E7	5754533.5	5171518.5	6291279.5	5813038.0	5857108.0	5752509.5	6147732.0	6317364.5	6499615.0	5674115.0	6098185.5	5414111.0	5778124.0	5880036.0	5281172.0	5754533.5	5171518.5	6291279.5	5813038.0	5857108.0	5752509.5	6147732.0	6317364.5	6499615.0	5674115.0	6098185.5	5414111.0	5778124.0	5880036.0	5281172.0	5754533.5	5171518.5	6291279.5	5813038.0	5857108.0	5752509.5	6147732.0	6317364.5	6499615.0	5674115.0	6098185.5	5414111.0	5778124.0	5880036.0	5281172.0	
sp|P41819|DIM1_YEAST	P41819	DIM1_YEAST	DIM1	318	16.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	3:Protein inferred from homology	Dimethyladenosine transferase -	1.0000	0.9875	2	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2270702.0	2388929.5	2398958.5	1266809.5	2557121.5	1034107.8	1280074.9	2363223.8	2904473.0	2107246.8	1903516.9	802682.2	0.0	1396981.8	1138662.0	2270702.0	2388929.5	2398958.5	1266809.5	2557121.5	1034107.8	1280074.9	2363223.8	2904473.0	2107246.8	1903516.9	802682.2	0.0	1396981.8	1138662.0	2270702.0	2388929.5	2398958.5	1266809.5	2557121.5	1034107.8	1280074.9	2363223.8	2904473.0	2107246.8	1903516.9	802682.2	0.0	1396981.8	1138662.0	1198556.8	1269261.0	1280917.4	1260269.1	1357777.1	1028768.9	1273466.0	1261777.9	1550579.4	1103067.6	1016100.06	798538.06	0.0	1600986.2	1304943.5	1198556.8	1269261.0	1280917.4	1260269.1	1357777.1	1028768.9	1273466.0	1261777.9	1550579.4	1103067.6	1016100.06	798538.06	0.0	1600986.2	1304943.5	1198556.8	1269261.0	1280917.4	1260269.1	1357777.1	1028768.9	1273466.0	1261777.9	1550579.4	1103067.6	1016100.06	798538.06	0.0	1600986.2	1304943.5	
sp|P41911|GPD2_YEAST	P41911	GPD2_YEAST	GPD2	440	15.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial -	1.0000	0.9990	5	28	28	28	2	2	3	4	3	1	3	3	0	1	1	2	1	1	1	2	2	3	4	3	1	3	3	0	1	1	2	1	1	1	2	2	3	4	3	1	3	3	0	1	1	2	1	1	1	5719239.0	7251911.5	6241897.0	5550963.5	6592592.5	5486028.0	5527389.5	5736874.0	4565137.5	6379718.5	6716215.0	6119406.0	8100366.0	7143224.0	6609738.5	5719239.0	7251911.5	6241897.0	5550963.5	6592592.5	5486028.0	5527389.5	5736874.0	4565137.5	6379718.5	6716215.0	6119406.0	8100366.0	7143224.0	6609738.5	5719239.0	7251911.5	6241897.0	5550963.5	6592592.5	5486028.0	5527389.5	5736874.0	4565137.5	6379718.5	6716215.0	6119406.0	8100366.0	7143224.0	6609738.5	3008260.8	3400961.8	3104495.5	2713592.8	2991735.5	2570402.5	2314748.8	2380350.0	3043462.0	2764894.0	2675815.0	2271677.2	3337074.8	2709671.2	2374441.8	3008260.8	3400961.8	3104495.5	2713592.8	2991735.5	2570402.5	2314748.8	2380350.0	3043462.0	2764894.0	2675815.0	2271677.2	3337074.8	2709671.2	2374441.8	3008260.8	3400961.8	3104495.5	2713592.8	2991735.5	2570402.5	2314748.8	2380350.0	3043462.0	2764894.0	2675815.0	2271677.2	3337074.8	2709671.2	2374441.8	
sp|P41920|YRB1_YEAST	P41920	YRB1_YEAST	YRB1	201	39.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ran-specific GTPase-activating protein 1 -	1.0000	0.9990	5	72	72	72	5	5	6	5	7	4	5	4	3	5	5	5	2	6	5	5	5	6	5	7	4	5	4	3	5	5	5	2	6	5	5	5	6	5	7	4	5	4	3	5	5	5	2	6	5	3.5483552E7	3.2756292E7	3.4996932E7	3.5136608E7	3.9232196E7	2.766984E7	2.1222624E7	2.3544174E7	1.3788588E7	3.490756E7	3.8271488E7	3.0004824E7	3.9047456E7	3.1971598E7	4.0584456E7	3.5483552E7	3.2756292E7	3.4996932E7	3.5136608E7	3.9232196E7	2.766984E7	2.1222624E7	2.3544174E7	1.3788588E7	3.490756E7	3.8271488E7	3.0004824E7	3.9047456E7	3.1971598E7	4.0584456E7	3.5483552E7	3.2756292E7	3.4996932E7	3.5136608E7	3.9232196E7	2.766984E7	2.1222624E7	2.3544174E7	1.3788588E7	3.490756E7	3.8271488E7	3.0004824E7	3.9047456E7	3.1971598E7	4.0584456E7	1.4412893E7	1.3892839E7	1.3910394E7	1.3994471E7	1.485547E7	1.3594629E7	9513449.0	1.0034244E7	5957442.0	1.4497929E7	1.3991376E7	1.2326364E7	1.5048037E7	1.322232E7	1.3521866E7	1.4412893E7	1.3892839E7	1.3910394E7	1.3994471E7	1.485547E7	1.3594629E7	9513449.0	1.0034244E7	5957442.0	1.4497929E7	1.3991376E7	1.2326364E7	1.5048037E7	1.322232E7	1.3521866E7	1.4412893E7	1.3892839E7	1.3910394E7	1.3994471E7	1.485547E7	1.3594629E7	9513449.0	1.0034244E7	5957442.0	1.4497929E7	1.3991376E7	1.2326364E7	1.5048037E7	1.322232E7	1.3521866E7	
sp|P41921|GSHR_YEAST	P41921	GSHR_YEAST	GLR1	483	11.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glutathione reductase -	1.0000	0.9990	5	29	29	29	2	1	3	2	2	2	4	2	2	1	2	2	2	1	1	2	1	3	2	2	2	4	2	2	1	2	2	2	1	1	2	1	3	2	2	2	4	2	2	1	2	2	2	1	1	6976426.0	7465631.0	7829569.0	7461107.5	7590211.5	6668291.5	7467991.5	6811207.0	7198019.0	8138313.0	7005187.0	3881685.8	9331333.0	2643706.2	6643080.0	6976426.0	7465631.0	7829569.0	7461107.5	7590211.5	6668291.5	7467991.5	6811207.0	7198019.0	8138313.0	7005187.0	3881685.8	9331333.0	2643706.2	6643080.0	6976426.0	7465631.0	7829569.0	7461107.5	7590211.5	6668291.5	7467991.5	6811207.0	7198019.0	8138313.0	7005187.0	3881685.8	9331333.0	2643706.2	6643080.0	4431160.0	4192622.2	5222140.0	4588443.5	4988940.0	6025428.0	4936145.5	4615265.5	4885083.0	5498236.5	4076490.8	3631136.2	3623591.0	3351883.2	3965046.0	4431160.0	4192622.2	5222140.0	4588443.5	4988940.0	6025428.0	4936145.5	4615265.5	4885083.0	5498236.5	4076490.8	3631136.2	3623591.0	3351883.2	3965046.0	4431160.0	4192622.2	5222140.0	4588443.5	4988940.0	6025428.0	4936145.5	4615265.5	4885083.0	5498236.5	4076490.8	3631136.2	3623591.0	3351883.2	3965046.0	
sp|P41940|MPG1_YEAST	P41940	MPG1_YEAST	PSA1	361	34.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mannose-1-phosphate guanyltransferase -	1.0000	0.9990	13	137	137	137	11	8	11	11	9	9	9	7	8	11	11	7	10	6	9	11	8	11	11	9	9	9	7	8	11	11	7	10	6	9	11	8	11	11	9	9	9	7	8	11	11	7	10	6	9	1.03992056E8	1.0753236E8	1.13755344E8	1.08472752E8	1.10507312E8	1.3141956E8	1.0123496E8	1.0595508E8	8.7731896E7	1.15476736E8	1.172772E8	1.02733768E8	1.02954808E8	1.040388E8	9.2004208E7	1.03992056E8	1.0753236E8	1.13755344E8	1.08472752E8	1.10507312E8	1.3141956E8	1.0123496E8	1.0595508E8	8.7731896E7	1.15476736E8	1.172772E8	1.02733768E8	1.02954808E8	1.040388E8	9.2004208E7	1.03992056E8	1.0753236E8	1.13755344E8	1.08472752E8	1.10507312E8	1.3141956E8	1.0123496E8	1.0595508E8	8.7731896E7	1.15476736E8	1.172772E8	1.02733768E8	1.02954808E8	1.040388E8	9.2004208E7	3.5990124E7	3.9123824E7	4.0474408E7	3.868444E7	4.179762E7	5.0820652E7	3.3804092E7	3.537554E7	3.3634968E7	5.0056872E7	4.8784144E7	4.2009916E7	6.970712E7	4.7511868E7	5.7946468E7	3.5990124E7	3.9123824E7	4.0474408E7	3.868444E7	4.179762E7	5.0820652E7	3.3804092E7	3.537554E7	3.3634968E7	5.0056872E7	4.8784144E7	4.2009916E7	6.970712E7	4.7511868E7	5.7946468E7	3.5990124E7	3.9123824E7	4.0474408E7	3.868444E7	4.179762E7	5.0820652E7	3.3804092E7	3.537554E7	3.3634968E7	5.0056872E7	4.8784144E7	4.2009916E7	6.970712E7	4.7511868E7	5.7946468E7	
sp|P42842|EMW1_YEAST	P42842	EMW1_YEAST	EMW1	904	8.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Essential for maintenance of the cell wall protein 1 -	1.0000	0.9990	3	17	17	17	2	1	3	0	3	1	2	2	2	0	1	0	0	0	0	2	1	3	0	3	1	2	2	2	0	1	0	0	0	0	2	1	3	0	3	1	2	2	2	0	1	0	0	0	0	2317729.8	2643631.8	1846016.0	1899251.0	2106331.5	0.0	1768620.5	2047022.0	2740628.5	1924091.8	2714883.5	950035.06	528954.7	0.0	2039709.9	2317729.8	2643631.8	1846016.0	1899251.0	2106331.5	0.0	1768620.5	2047022.0	2740628.5	1924091.8	2714883.5	950035.06	528954.7	0.0	2039709.9	2317729.8	2643631.8	1846016.0	1899251.0	2106331.5	0.0	1768620.5	2047022.0	2740628.5	1924091.8	2714883.5	950035.06	528954.7	0.0	2039709.9	1432683.8	1481301.4	1057441.1	1127773.8	1310026.1	937708.6	1187289.9	1252960.5	1579820.0	1164266.5	1417188.9	865672.44	899083.06	0.0	1161232.5	1432683.8	1481301.4	1057441.1	1127773.8	1310026.1	937708.6	1187289.9	1252960.5	1579820.0	1164266.5	1417188.9	865672.44	899083.06	0.0	1161232.5	1432683.8	1481301.4	1057441.1	1127773.8	1310026.1	937708.6	1187289.9	1252960.5	1579820.0	1164266.5	1417188.9	865672.44	899083.06	0.0	1161232.5	
sp|P42846|KRI1_YEAST	P42846	KRI1_YEAST	KRI1	591	9.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein KRI1 -	1.0000	0.9990	4	23	23	23	2	2	2	1	2	3	2	2	1	1	1	1	1	1	1	2	2	2	1	2	3	2	2	1	1	1	1	1	1	1	2	2	2	1	2	3	2	2	1	1	1	1	1	1	1	3046769.2	2540585.5	1682066.8	3873471.0	3062334.5	2650615.8	3256921.0	2012620.4	2279505.0	3405193.0	1747834.2	2425637.5	2595171.5	3122483.0	1444623.2	3046769.2	2540585.5	1682066.8	3873471.0	3062334.5	2650615.8	3256921.0	2012620.4	2279505.0	3405193.0	1747834.2	2425637.5	2595171.5	3122483.0	1444623.2	3046769.2	2540585.5	1682066.8	3873471.0	3062334.5	2650615.8	3256921.0	2012620.4	2279505.0	3405193.0	1747834.2	2425637.5	2595171.5	3122483.0	1444623.2	1199788.8	1572812.6	1192756.2	1468369.0	1237951.5	1126299.9	1410723.4	1211407.6	1374868.2	1417207.5	1306631.6	1267071.4	1819496.9	2228283.5	1939128.1	1199788.8	1572812.6	1192756.2	1468369.0	1237951.5	1126299.9	1410723.4	1211407.6	1374868.2	1417207.5	1306631.6	1267071.4	1819496.9	2228283.5	1939128.1	1199788.8	1572812.6	1192756.2	1468369.0	1237951.5	1126299.9	1410723.4	1211407.6	1374868.2	1417207.5	1306631.6	1267071.4	1819496.9	2228283.5	1939128.1	
sp|P42935|ELP2_YEAST	P42935	ELP2_YEAST	ELP2	788	8.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Elongator complex protein 2 -	1.0000	0.9990	2	6	6	6	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	173241.8	252671.17	0.0	164207.38	284088.12	122319.516	62613.234	126634.51	109753.39	0.0	0.0	0.0	0.0	0.0	0.0	173241.8	252671.17	0.0	164207.38	284088.12	122319.516	62613.234	126634.51	109753.39	0.0	0.0	0.0	0.0	0.0	0.0	173241.8	252671.17	0.0	164207.38	284088.12	122319.516	62613.234	126634.51	109753.39	0.0	0.0	0.0	0.0	0.0	0.0	178782.94	242740.44	0.0	157753.53	254062.39	117511.99	60152.348	121657.4	105439.76	0.0	0.0	0.0	0.0	0.0	801080.94	178782.94	242740.44	0.0	157753.53	254062.39	117511.99	60152.348	121657.4	105439.76	0.0	0.0	0.0	0.0	0.0	801080.94	178782.94	242740.44	0.0	157753.53	254062.39	117511.99	60152.348	121657.4	105439.76	0.0	0.0	0.0	0.0	0.0	801080.94	
sp|P42941|SERB_YEAST	P42941	SERB_YEAST	SER2	309	20.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoserine phosphatase -	1.0000	0.9990	4	8	8	8	1	0	1	1	1	0	2	1	1	0	0	0	0	0	0	1	0	1	1	1	0	2	1	1	0	0	0	0	0	0	1	0	1	1	1	0	2	1	1	0	0	0	0	0	0	3223980.2	4185713.2	2205418.8	2237854.5	3067759.0	3171957.0	3854669.5	4002724.2	911119.56	1713241.5	702787.25	1893604.1	1251362.4	0.0	0.0	3223980.2	4185713.2	2205418.8	2237854.5	3067759.0	3171957.0	3854669.5	4002724.2	911119.56	1713241.5	702787.25	1893604.1	1251362.4	0.0	0.0	3223980.2	4185713.2	2205418.8	2237854.5	3067759.0	3171957.0	3854669.5	4002724.2	911119.56	1713241.5	702787.25	1893604.1	1251362.4	0.0	0.0	1232725.0	1509365.9	1125693.6	1368812.0	1159204.0	1209486.4	1520125.5	1601671.8	1786446.8	1074363.8	1377966.2	1128147.9	1141918.9	0.0	0.0	1232725.0	1509365.9	1125693.6	1368812.0	1159204.0	1209486.4	1520125.5	1601671.8	1786446.8	1074363.8	1377966.2	1128147.9	1141918.9	0.0	0.0	1232725.0	1509365.9	1125693.6	1368812.0	1159204.0	1209486.4	1520125.5	1601671.8	1786446.8	1074363.8	1377966.2	1128147.9	1141918.9	0.0	0.0	
