Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 Unique Intensity	A_2 Unique Intensity	A_3 Unique Intensity	B_1 Unique Intensity	B_2 Unique Intensity	B_3 Unique Intensity	C_1 Unique Intensity	C_2 Unique Intensity	C_3 Unique Intensity	D_1 Unique Intensity	D_2 Unique Intensity	D_3 Unique Intensity	E_1 Unique Intensity	E_2 Unique Intensity	E_3 Unique Intensity	A_1 Total Intensity	A_2 Total Intensity	A_3 Total Intensity	B_1 Total Intensity	B_2 Total Intensity	B_3 Total Intensity	C_1 Total Intensity	C_2 Total Intensity	C_3 Total Intensity	D_1 Total Intensity	D_2 Total Intensity	D_3 Total Intensity	E_1 Total Intensity	E_2 Total Intensity	E_3 Total Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	A_1 MaxLFQ Unique Intensity	A_2 MaxLFQ Unique Intensity	A_3 MaxLFQ Unique Intensity	B_1 MaxLFQ Unique Intensity	B_2 MaxLFQ Unique Intensity	B_3 MaxLFQ Unique Intensity	C_1 MaxLFQ Unique Intensity	C_2 MaxLFQ Unique Intensity	C_3 MaxLFQ Unique Intensity	D_1 MaxLFQ Unique Intensity	D_2 MaxLFQ Unique Intensity	D_3 MaxLFQ Unique Intensity	E_1 MaxLFQ Unique Intensity	E_2 MaxLFQ Unique Intensity	E_3 MaxLFQ Unique Intensity	A_1 MaxLFQ Total Intensity	A_2 MaxLFQ Total Intensity	A_3 MaxLFQ Total Intensity	B_1 MaxLFQ Total Intensity	B_2 MaxLFQ Total Intensity	B_3 MaxLFQ Total Intensity	C_1 MaxLFQ Total Intensity	C_2 MaxLFQ Total Intensity	C_3 MaxLFQ Total Intensity	D_1 MaxLFQ Total Intensity	D_2 MaxLFQ Total Intensity	D_3 MaxLFQ Total Intensity	E_1 MaxLFQ Total Intensity	E_2 MaxLFQ Total Intensity	E_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P36046|MIA40_YEAST	P36046	MIA40_YEAST	MIA40	403	9.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial intermembrane space import and assembly protein 40 -	1.0000	0.9990	3	9	9	9	1	1	1	2	0	0	2	0	1	1	0	0	0	0	0	1	1	1	2	0	0	2	0	1	1	0	0	0	0	0	1	1	1	2	0	0	2	0	1	1	0	0	0	0	0	885683.0	808769.1	865192.6	873218.75	220513.06	966544.44	835072.0	207247.55	220887.75	349930.12	324758.44	1076423.0	870301.7	399984.72	927921.2	885683.0	808769.1	865192.6	873218.75	220513.06	966544.44	835072.0	207247.55	220887.75	349930.12	324758.44	1076423.0	870301.7	399984.72	927921.2	885683.0	808769.1	865192.6	873218.75	220513.06	966544.44	835072.0	207247.55	220887.75	349930.12	324758.44	1076423.0	870301.7	399984.72	927921.2	549682.56	416752.1	413740.9	446776.88	318792.9	404018.8	447095.0	299615.12	319334.6	505889.5	469499.12	531388.25	449239.6	578252.8	465696.62	549682.56	416752.1	413740.9	446776.88	318792.9	404018.8	447095.0	299615.12	319334.6	505889.5	469499.12	531388.25	449239.6	578252.8	465696.62	549682.56	416752.1	413740.9	446776.88	318792.9	404018.8	447095.0	299615.12	319334.6	505889.5	469499.12	531388.25	449239.6	578252.8	465696.62	
sp|P36049|EBP2_YEAST	P36049	EBP2_YEAST	EBP2	427	21.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	rRNA-processing protein EBP2 -	1.0000	0.9990	5	39	39	39	4	3	3	3	2	3	4	3	2	3	3	1	1	2	2	4	3	3	3	2	3	4	3	2	3	3	1	1	2	2	4	3	3	3	2	3	4	3	2	3	3	1	1	2	2	2449677.8	2340596.2	2044328.2	2746631.2	2238558.5	2164441.5	2810929.0	2428669.5	2138646.5	2754318.0	2050115.2	2176136.5	2541255.8	1904782.5	1879957.4	2449677.8	2340596.2	2044328.2	2746631.2	2238558.5	2164441.5	2810929.0	2428669.5	2138646.5	2754318.0	2050115.2	2176136.5	2541255.8	1904782.5	1879957.4	2449677.8	2340596.2	2044328.2	2746631.2	2238558.5	2164441.5	2810929.0	2428669.5	2138646.5	2754318.0	2050115.2	2176136.5	2541255.8	1904782.5	1879957.4	1329704.5	1287882.5	1103363.0	1646614.2	1179080.6	1259182.8	1606856.1	1364277.9	1209877.2	1666129.9	1147125.9	1350887.2	1389964.1	1028985.25	1021167.44	1329704.5	1287882.5	1103363.0	1646614.2	1179080.6	1259182.8	1606856.1	1364277.9	1209877.2	1666129.9	1147125.9	1350887.2	1389964.1	1028985.25	1021167.44	1329704.5	1287882.5	1103363.0	1646614.2	1179080.6	1259182.8	1606856.1	1364277.9	1209877.2	1666129.9	1147125.9	1350887.2	1389964.1	1028985.25	1021167.44	
sp|P36051|MCD4_YEAST	P36051	MCD4_YEAST	MCD4	919	4.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	GPI ethanolamine phosphate transferase 1 -	1.0000	0.9988	4	15	15	15	1	2	2	1	1	2	0	2	1	1	0	1	0	1	0	1	2	2	1	1	2	0	2	1	1	0	1	0	1	0	1	2	2	1	1	2	0	2	1	1	0	1	0	1	0	910677.3	827263.5	663454.6	397046.44	657812.9	571130.7	310124.12	723984.25	787721.1	326594.94	618484.6	656353.75	425601.56	175835.88	250595.78	910677.3	827263.5	663454.6	397046.44	657812.9	571130.7	310124.12	723984.25	787721.1	326594.94	618484.6	656353.75	425601.56	175835.88	250595.78	910677.3	827263.5	663454.6	397046.44	657812.9	571130.7	310124.12	723984.25	787721.1	326594.94	618484.6	656353.75	425601.56	175835.88	250595.78	353713.66	325709.06	294397.62	266268.44	245039.33	229706.28	209923.58	230039.6	288662.38	358611.56	329236.4	237918.53	306340.44	253094.67	318355.8	353713.66	325709.06	294397.62	266268.44	245039.33	229706.28	209923.58	230039.6	288662.38	358611.56	329236.4	237918.53	306340.44	253094.67	318355.8	353713.66	325709.06	294397.62	266268.44	245039.33	229706.28	209923.58	230039.6	288662.38	358611.56	329236.4	237918.53	306340.44	253094.67	318355.8	
sp|P36105|RL14A_YEAST	P36105	RL14A_YEAST	RPL14A	138	55.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	60S ribosomal protein L14-A -	1.0000	0.9990	8	65	9	65	5	5	5	4	6	4	3	5	4	5	5	3	5	4	2	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	5	5	5	4	6	4	3	5	4	5	5	3	5	4	2	1.05288448E8	1.07495312E8	1.07067912E8	1.11958944E8	1.1385868E8	1.13886704E8	1.08129496E8	1.08296896E8	1.11274144E8	1.11878208E8	1.08262448E8	1.08231736E8	1.10668456E8	1.0299556E8	1.12919752E8	1.1037818E7	1.206821E7	1.2330654E7	1.2085511E7	1.0267586E7	1.2045948E7	9813113.0	9606611.0	9323618.0	8738018.0	7563590.5	7943460.5	8628601.0	7833471.5	7412103.5	1.05288448E8	1.07495312E8	1.07067912E8	1.11958944E8	1.1385868E8	1.13886704E8	1.08129496E8	1.08296896E8	1.11274144E8	1.11878208E8	1.08262448E8	1.08231736E8	1.10668456E8	1.0299556E8	1.12919752E8	5.1633672E7	5.1315552E7	4.9622084E7	5.1487908E7	5.1624684E7	5.1386196E7	4.8548676E7	4.9866764E7	4.8728824E7	5.1570324E7	4.9212216E7	4.810678E7	4.9764268E7	4.6881472E7	4.61592E7	1.1037818E7	1.206821E7	1.2330654E7	1.2085511E7	1.0267586E7	1.2045948E7	9813113.0	9606611.0	9323618.0	8738018.0	7563590.5	7943460.5	8628601.0	7833471.5	7412103.5	5.1633672E7	5.1315552E7	4.9622084E7	5.1487908E7	5.1624684E7	5.1386196E7	4.8548676E7	4.9866764E7	4.8728824E7	5.1570324E7	4.9212216E7	4.810678E7	4.9764268E7	4.6881472E7	4.61592E7	
sp|P36114|YKR18_YEAST	P36114	YKR18_YEAST	YKR018C	725	19.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial outer membrane protein YKR018C -	1.0000	0.9990	5	11	11	11	1	1	1	2	1	1	2	1	0	0	0	1	0	0	0	1	1	1	2	1	1	2	1	0	0	0	1	0	0	0	1	1	1	2	1	1	2	1	0	0	0	1	0	0	0	1157746.4	4382840.0	868403.7	714363.8	3647870.5	3892502.5	1182293.9	3668312.0	3484372.5	1343490.5	2980077.5	3609371.8	4060523.5	2788949.8	2951967.5	1157746.4	4382840.0	868403.7	714363.8	3647870.5	3892502.5	1182293.9	3668312.0	3484372.5	1343490.5	2980077.5	3609371.8	4060523.5	2788949.8	2951967.5	1157746.4	4382840.0	868403.7	714363.8	3647870.5	3892502.5	1182293.9	3668312.0	3484372.5	1343490.5	2980077.5	3609371.8	4060523.5	2788949.8	2951967.5	1247763.5	1946262.6	1554882.9	1301544.5	1623913.4	1706520.9	1330561.6	1676296.0	1470799.2	1506017.4	1661513.1	1664980.5	1654569.4	1540670.9	1411567.6	1247763.5	1946262.6	1554882.9	1301544.5	1623913.4	1706520.9	1330561.6	1676296.0	1470799.2	1506017.4	1661513.1	1664980.5	1654569.4	1540670.9	1411567.6	1247763.5	1946262.6	1554882.9	1301544.5	1623913.4	1706520.9	1330561.6	1676296.0	1470799.2	1506017.4	1661513.1	1664980.5	1654569.4	1540670.9	1411567.6	
sp|P36136|SHB17_YEAST	P36136	SHB17_YEAST	SHB17	271	28.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Sedoheptulose 1,7-bisphosphatase -	1.0000	0.9990	5	24	24	24	2	1	2	2	1	2	1	1	1	1	1	2	1	3	3	2	1	2	2	1	2	1	1	1	1	1	2	1	3	3	2	1	2	2	1	2	1	1	1	1	1	2	1	3	3	2023164.8	1531292.5	1473481.9	1471207.0	1440356.8	1466712.5	1351906.2	1524830.2	1509955.1	1713370.2	1562179.5	1347463.0	1446959.4	1565837.2	1532553.8	2023164.8	1531292.5	1473481.9	1471207.0	1440356.8	1466712.5	1351906.2	1524830.2	1509955.1	1713370.2	1562179.5	1347463.0	1446959.4	1565837.2	1532553.8	2023164.8	1531292.5	1473481.9	1471207.0	1440356.8	1466712.5	1351906.2	1524830.2	1509955.1	1713370.2	1562179.5	1347463.0	1446959.4	1565837.2	1532553.8	1557113.1	1203976.4	1214493.1	1216007.0	1218548.2	1246463.9	1117742.2	1264759.1	1280354.5	1332153.9	1259588.4	914845.25	1179225.9	1298404.9	1301088.6	1557113.1	1203976.4	1214493.1	1216007.0	1218548.2	1246463.9	1117742.2	1264759.1	1280354.5	1332153.9	1259588.4	914845.25	1179225.9	1298404.9	1301088.6	1557113.1	1203976.4	1214493.1	1216007.0	1218548.2	1246463.9	1117742.2	1264759.1	1280354.5	1332153.9	1259588.4	914845.25	1179225.9	1298404.9	1301088.6	
sp|P36152|DRE2_YEAST	P36152	DRE2_YEAST	DRE2	348	15.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Fe-S cluster assembly protein DRE2 -	1.0000	0.9987	2	6	6	6	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	771190.6	697257.1	0.0	628882.9	328964.78	340056.78	547742.0	0.0	295195.78	691705.5	492655.7	748878.6	716341.9	500788.84	591919.94	771190.6	697257.1	0.0	628882.9	328964.78	340056.78	547742.0	0.0	295195.78	691705.5	492655.7	748878.6	716341.9	500788.84	591919.94	771190.6	697257.1	0.0	628882.9	328964.78	340056.78	547742.0	0.0	295195.78	691705.5	492655.7	748878.6	716341.9	500788.84	591919.94	449792.16	393191.66	0.0	364749.78	324650.34	335596.84	303480.2	0.0	416130.8	403959.56	486194.38	438246.16	419561.38	494220.88	584156.75	449792.16	393191.66	0.0	364749.78	324650.34	335596.84	303480.2	0.0	416130.8	403959.56	486194.38	438246.16	419561.38	494220.88	584156.75	449792.16	393191.66	0.0	364749.78	324650.34	335596.84	303480.2	0.0	416130.8	403959.56	486194.38	438246.16	419561.38	494220.88	584156.75	
sp|P36421|SYYC_YEAST	P36421	SYYC_YEAST	TYS1	394	27.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Tyrosine--tRNA ligase, cytoplasmic -	1.0000	0.9989	9	40	40	40	4	2	2	4	2	1	5	3	3	3	1	3	4	2	1	4	2	2	4	2	1	5	3	3	3	1	3	4	2	1	4	2	2	4	2	1	5	3	3	3	1	3	4	2	1	2.43755824E8	1.6506916E7	1.0698038E7	2.73722464E8	1.3988499E7	1.0755664E7	2.63741584E8	8038688.0	1.4399742E7	3.0055392E8	1.7863108E7	1.6746292E7	2.62328656E8	3.3126244E7	8056129.0	2.43755824E8	1.6506916E7	1.0698038E7	2.73722464E8	1.3988499E7	1.0755664E7	2.63741584E8	8038688.0	1.4399742E7	3.0055392E8	1.7863108E7	1.6746292E7	2.62328656E8	3.3126244E7	8056129.0	2.43755824E8	1.6506916E7	1.0698038E7	2.73722464E8	1.3988499E7	1.0755664E7	2.63741584E8	8038688.0	1.4399742E7	3.0055392E8	1.7863108E7	1.6746292E7	2.62328656E8	3.3126244E7	8056129.0	2.7987196E7	2.5296572E7	2.4696614E7	2.657456E7	2.5167194E7	2.2380276E7	2.3372996E7	2.5183646E7	2.2761604E7	2.5043404E7	2.5838608E7	2.4594434E7	2.4860248E7	2.431222E7	2.6627154E7	2.7987196E7	2.5296572E7	2.4696614E7	2.657456E7	2.5167194E7	2.2380276E7	2.3372996E7	2.5183646E7	2.2761604E7	2.5043404E7	2.5838608E7	2.4594434E7	2.4860248E7	2.431222E7	2.6627154E7	2.7987196E7	2.5296572E7	2.4696614E7	2.657456E7	2.5167194E7	2.2380276E7	2.3372996E7	2.5183646E7	2.2761604E7	2.5043404E7	2.5838608E7	2.4594434E7	2.4860248E7	2.431222E7	2.6627154E7	
sp|P36775|LONM_YEAST	P36775	LONM_YEAST	PIM1	1133	11.90	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Lon protease homolog, mitochondrial -	1.0000	0.9978	4	13	13	13	2	1	1	0	2	1	0	1	0	1	1	0	1	1	1	2	1	1	0	2	1	0	1	0	1	1	0	1	1	1	2	1	1	0	2	1	0	1	0	1	1	0	1	1	1	651010.75	6308999.0	5180122.5	5007061.5	6019616.5	5229843.0	4546922.5	5950376.0	5106517.0	5991420.5	6652300.5	8099727.5	6380662.0	6052301.5	5681588.0	651010.75	6308999.0	5180122.5	5007061.5	6019616.5	5229843.0	4546922.5	5950376.0	5106517.0	5991420.5	6652300.5	8099727.5	6380662.0	6052301.5	5681588.0	651010.75	6308999.0	5180122.5	5007061.5	6019616.5	5229843.0	4546922.5	5950376.0	5106517.0	5991420.5	6652300.5	8099727.5	6380662.0	6052301.5	5681588.0	3849706.8	4919003.0	4764025.5	4604866.0	4766709.5	3964306.2	4181688.0	4598443.0	4696332.5	4470708.5	5048731.0	6851135.0	5227277.5	4197416.0	5225210.5	3849706.8	4919003.0	4764025.5	4604866.0	4766709.5	3964306.2	4181688.0	4598443.0	4696332.5	4470708.5	5048731.0	6851135.0	5227277.5	4197416.0	5225210.5	3849706.8	4919003.0	4764025.5	4604866.0	4766709.5	3964306.2	4181688.0	4598443.0	4696332.5	4470708.5	5048731.0	6851135.0	5227277.5	4197416.0	5225210.5	
sp|P37263|YC16_YEAST	P37263	YC16_YEAST	YCR087C-A	153	30.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	UPF0743 protein YCR087C-A -	1.0000	0.9990	4	31	31	31	3	4	0	1	3	1	2	2	2	2	2	2	3	3	1	3	4	0	1	3	1	2	2	2	2	2	2	3	3	1	3	4	0	1	3	1	2	2	2	2	2	2	3	3	1	1889140.1	2168542.0	1392110.0	1999073.4	1128688.2	1872611.9	2281469.0	2298824.8	1346222.2	1773858.5	2030172.2	2179952.5	1833276.4	1889039.0	1451570.2	1889140.1	2168542.0	1392110.0	1999073.4	1128688.2	1872611.9	2281469.0	2298824.8	1346222.2	1773858.5	2030172.2	2179952.5	1833276.4	1889039.0	1451570.2	1889140.1	2168542.0	1392110.0	1999073.4	1128688.2	1872611.9	2281469.0	2298824.8	1346222.2	1773858.5	2030172.2	2179952.5	1833276.4	1889039.0	1451570.2	768057.5	876763.06	824382.5	800118.6	819873.7	795999.25	876465.5	877247.0	805925.0	736675.2	826836.1	864301.4	767378.56	737879.2	823620.56	768057.5	876763.06	824382.5	800118.6	819873.7	795999.25	876465.5	877247.0	805925.0	736675.2	826836.1	864301.4	767378.56	737879.2	823620.56	768057.5	876763.06	824382.5	800118.6	819873.7	795999.25	876465.5	877247.0	805925.0	736675.2	826836.1	864301.4	767378.56	737879.2	823620.56	
sp|P37291|GLYC_YEAST	P37291	GLYC_YEAST	SHM2	469	39.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Serine hydroxymethyltransferase, cytosolic -	1.0000	0.9990	18	88	79	88	7	4	9	6	6	4	5	4	5	6	9	7	5	5	6	7	3	8	5	5	3	4	3	4	6	8	7	5	5	6	7	4	9	6	6	4	5	4	5	6	9	7	5	5	6	1.9929612E7	1.4369378E7	1.5147892E7	9489192.0	1.4579488E7	1.474107E7	1.4764604E7	1.4318948E7	1.4584502E7	1.9132858E7	1.5535674E7	1.5633093E7	2.0354976E7	1.877961E7	1.7578528E7	1.9929612E7	1.4369378E7	1.5147892E7	9489192.0	1.4579488E7	1.474107E7	1.4764604E7	1.4318948E7	1.4584502E7	1.9132858E7	1.5535674E7	1.5633093E7	2.0354976E7	1.877961E7	1.7578528E7	1.9929612E7	1.4369378E7	1.5147892E7	9489192.0	1.4579488E7	1.474107E7	1.4764604E7	1.4318948E7	1.4584502E7	1.9132858E7	1.5535674E7	1.5633093E7	2.0354976E7	1.877961E7	1.7578528E7	6673487.5	6356802.5	6562735.0	6542317.0	6351412.5	6439278.5	6157490.5	6565501.0	6488923.5	6749868.5	6304385.5	6517174.0	6415202.5	6385930.5	6211263.5	6547953.0	6431265.0	6518635.5	6427751.5	6386128.5	6512104.5	6286224.0	6534599.0	6655952.0	6567382.5	6278308.5	6631461.5	6542654.5	6264316.0	6133440.5	6673487.5	6356802.5	6562735.0	6542317.0	6351412.5	6439278.5	6157490.5	6565501.0	6488923.5	6749868.5	6304385.5	6517174.0	6415202.5	6385930.5	6211263.5	
sp|P37292|GLYM_YEAST	P37292	GLYM_YEAST	SHM1	490	29.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Serine hydroxymethyltransferase, mitochondrial -	1.0000	0.9990	12	62	62	71	4	4	5	3	5	6	5	4	3	3	6	2	5	3	4	4	4	5	3	5	6	5	4	3	3	6	2	5	3	4	4	5	6	4	6	7	6	5	4	3	7	2	5	3	4	8054401.0	8485054.0	8288863.5	8164173.0	8264481.5	7993445.0	7836172.5	8061260.5	8147314.5	8826698.0	8688955.0	8546250.0	9253400.0	5752601.0	8152382.0	8054401.0	8485054.0	8288863.5	8164173.0	8264481.5	7993445.0	7836172.5	8061260.5	8147314.5	8826698.0	8688955.0	8546250.0	9253400.0	5752601.0	8152382.0	8054401.0	8485054.0	8288863.5	8164173.0	8264481.5	7993445.0	7836172.5	8061260.5	8147314.5	8826698.0	8688955.0	8546250.0	9253400.0	5752601.0	8152382.0	2965227.0	3199046.5	3138650.5	3194532.5	3054126.0	3037482.2	3016281.0	3124234.8	3107106.0	3323928.2	3291785.8	3210039.2	3419254.8	3076674.5	3072270.2	2965227.0	3199046.5	3138650.5	3194532.5	3054126.0	3037482.2	3016281.0	3124234.8	3107106.0	3323928.2	3291785.8	3210039.2	3419254.8	3076674.5	3072270.2	3109441.0	3186101.5	3132856.0	3284934.8	3008689.5	2990387.5	2978033.2	3091270.0	3036369.8	3352222.5	3332693.5	3136997.5	3295842.2	3163494.2	3130084.5	
sp|P37302|APE3_YEAST	P37302	APE3_YEAST	APE3	537	23.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Aminopeptidase Y -	1.0000	0.9990	10	67	67	67	5	5	5	5	4	6	6	4	3	4	4	5	3	4	4	5	5	5	5	4	6	6	4	3	4	4	5	3	4	4	5	5	5	5	4	6	6	4	3	4	4	5	3	4	4	1.200361E7	6623381.0	1.1205813E7	1.1719724E7	1.1003904E7	1.1386244E7	1.0993476E7	6884455.0	1.1739579E7	1.1122044E7	6351486.5	1.130034E7	1.0657982E7	6365303.0	1.084473E7	1.200361E7	6623381.0	1.1205813E7	1.1719724E7	1.1003904E7	1.1386244E7	1.0993476E7	6884455.0	1.1739579E7	1.1122044E7	6351486.5	1.130034E7	1.0657982E7	6365303.0	1.084473E7	1.200361E7	6623381.0	1.1205813E7	1.1719724E7	1.1003904E7	1.1386244E7	1.0993476E7	6884455.0	1.1739579E7	1.1122044E7	6351486.5	1.130034E7	1.0657982E7	6365303.0	1.084473E7	4415112.5	4344068.5	4449143.5	4546251.0	4284145.0	4429831.0	4305732.5	4394333.0	4319816.5	4756495.5	4597676.0	4526747.0	4796641.0	4728610.0	4785055.5	4415112.5	4344068.5	4449143.5	4546251.0	4284145.0	4429831.0	4305732.5	4394333.0	4319816.5	4756495.5	4597676.0	4526747.0	4796641.0	4728610.0	4785055.5	4415112.5	4344068.5	4449143.5	4546251.0	4284145.0	4429831.0	4305732.5	4394333.0	4319816.5	4756495.5	4597676.0	4526747.0	4796641.0	4728610.0	4785055.5	
sp|P37303|GLY1_YEAST	P37303	GLY1_YEAST	GLY1	387	37.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Low specificity L-threonine aldolase -	1.0000	0.9990	10	89	89	89	6	5	6	7	6	6	7	4	5	6	8	5	6	5	7	6	5	6	7	6	6	7	4	5	6	8	5	6	5	7	6	5	6	7	6	6	7	4	5	6	8	5	6	5	7	1.5952673E7	1.424019E7	1.4402528E7	1.4131965E7	1.4277875E7	1.3126904E7	1.2214524E7	1.2657703E7	1.2944314E7	1.2144489E7	1.3283047E7	1.2357576E7	1.3127221E7	1.3956487E7	1.3064502E7	1.5952673E7	1.424019E7	1.4402528E7	1.4131965E7	1.4277875E7	1.3126904E7	1.2214524E7	1.2657703E7	1.2944314E7	1.2144489E7	1.3283047E7	1.2357576E7	1.3127221E7	1.3956487E7	1.3064502E7	1.5952673E7	1.424019E7	1.4402528E7	1.4131965E7	1.4277875E7	1.3126904E7	1.2214524E7	1.2657703E7	1.2944314E7	1.2144489E7	1.3283047E7	1.2357576E7	1.3127221E7	1.3956487E7	1.3064502E7	6383770.5	5853822.5	5675901.5	6054420.5	5850158.0	5500789.0	5009866.5	5021758.0	5450146.5	5992516.5	5632469.5	5400713.0	5867164.5	5893120.5	5483134.5	6383770.5	5853822.5	5675901.5	6054420.5	5850158.0	5500789.0	5009866.5	5021758.0	5450146.5	5992516.5	5632469.5	5400713.0	5867164.5	5893120.5	5483134.5	6383770.5	5853822.5	5675901.5	6054420.5	5850158.0	5500789.0	5009866.5	5021758.0	5450146.5	5992516.5	5632469.5	5400713.0	5867164.5	5893120.5	5483134.5	
sp|P37838|NOP4_YEAST	P37838	NOP4_YEAST	NOP4	685	20.90	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nucleolar protein 4 -	1.0000	0.9970	5	14	14	14	2	3	1	2	1	0	2	0	0	1	0	1	0	0	1	2	3	1	2	1	0	2	0	0	1	0	1	0	0	1	2	3	1	2	1	0	2	0	0	1	0	1	0	0	1	1150616.5	840586.25	198545.3	620305.75	807919.9	642675.9	1378131.2	727920.8	470477.62	491433.38	556179.6	532915.5	1107363.2	93471.7	568736.4	1150616.5	840586.25	198545.3	620305.75	807919.9	642675.9	1378131.2	727920.8	470477.62	491433.38	556179.6	532915.5	1107363.2	93471.7	568736.4	1150616.5	840586.25	198545.3	620305.75	807919.9	642675.9	1378131.2	727920.8	470477.62	491433.38	556179.6	532915.5	1107363.2	93471.7	568736.4	467490.56	396605.97	322890.0	389435.22	377818.56	311745.47	567328.9	445582.44	360028.44	304879.9	336557.5	331209.78	454037.97	143356.72	341797.28	467490.56	396605.97	322890.0	389435.22	377818.56	311745.47	567328.9	445582.44	360028.44	304879.9	336557.5	331209.78	454037.97	143356.72	341797.28	467490.56	396605.97	322890.0	389435.22	377818.56	311745.47	567328.9	445582.44	360028.44	304879.9	336557.5	331209.78	454037.97	143356.72	341797.28	
